1.102741083110672236e+02;1.114255729463318829e+02;1.009526312111579784e+02;8.825559051067054384e+01;8.959027880365796648e+01;9.343218680783508034e+01;9.718289172651100216e+01;9.843830234634872056e+01;9.545302727024647993e+01;9.480187755127309401e+01;9.750574776855526693e+01;1.037930923523453117e+02;1.117566355161378766e+02;1.200366820609393272e+02;1.212553074574867793e+02;1.238160414223388983e+02;1.266998239714188372e+02;1.298289848234351496e+02;1.167494749018636497e+02;1.104128847367007324e+02;1.159564990175713177e+02;1.158230219259668985e+02;1.160075838844902734e+02;1.164492572268736268e+02;1.169685343604203211e+02;1.165039599567961801e+02;1.154908398436853787e+02;1.134935504610997157e+02;1.132143152718893759e+02;1.133778393461847713e+02;1.131979239427380151e+02;1.155990059255854874e+02;1.175719911583223904e+02;1.189824863508550692e+02;1.154603916086905855e+02;1.140840326120307253e+02;1.127544677386999439e+02;1.060680070802474972e+02;1.059283269966484937e+02;1.078679992807777666e+02
1.103624025774161481e+02;1.119788733733914938e+02;1.044500033444430329e+02;9.823460612991141261e+01;9.771103209093021746e+01;1.002686834356760102e+02;1.016739821143833922e+02;9.936921636946263447e+01;9.874848456363859839e+01;9.800251758662776069e+01;9.893136704656107838e+01;9.675819392833722077e+01;9.793058082695981170e+01;1.027378256135810375e+02;1.109896772893817314e+02;1.127055809054263023e+02;1.112724793085971271e+02;1.072419861307916875e+02;1.076753286145298887e+02;1.098885344357100138e+02;1.131547833631961595e+02;1.130862227928232926e+02;1.101141886037162863e+02;1.071908366824137033e+02;1.127898084946661044e+02;1.147457571792542979e+02;1.162721847472575973e+02;1.134292374992894565e+02;1.144033947154980808e+02;1.142080369722146997e+02;1.134708775400820429e+02;1.107030452594869843e+02;1.117928862701022581e+02;1.136900304073388810e+02;1.116663526383046730e+02;1.096673611206090015e+02;1.094353993721384484e+02;1.114534524910383624e+02;1.112869118643620965e+02;1.084831625479075399e+02
1.027427573994973216e+02;8.466910969441062207e+01;7.697468834416983441e+01;7.774243388924767828e+01;8.943415272518672055e+01;9.183696028577934101e+01;9.415156746435968671e+01;1.011139318311886228e+02;1.056836965319248520e+02;1.102892985393647081e+02;1.141708384202344462e+02;1.097317034219435214e+02;1.077464321004474073e+02;1.075979274682096047e+02;1.125785733322101834e+02;1.137955029922779175e+02;1.133728371670249686e+02;1.117512616105029082e+02;1.099527003692926002e+02;1.094685352207724094e+02;1.105635451316245934e+02;1.079897837059335757e+02;1.045043385189642748e+02;1.028542856762158237e+02;1.048494648617838720e+02;1.070028762826590309e+02;1.114981065453857951e+02;1.202170212014020905e+02;1.154747698220616741e+02;1.131141569390679678e+02;1.132214918610272889e+02;1.161613841362287758e+02;1.164133464138994754e+02;1.108192410764347784e+02;1.066898289455459548e+02;1.057501228143251097e+02;1.103979593642540777e+02;1.159914078994641926e+02;1.181983399555750651e+02;1.143239168425677690e+02
7.908638434896346325e+01;7.283075804042817936e+01;7.419748727179121772e+01;7.716456463139455479e+01;8.799684278593672104e+01;8.820686429464308276e+01;8.890839369974298734e+01;9.243122825735093784e+01;9.924982876386025055e+01;1.026697365669625839e+02;1.083252438843897778e+02;1.084573437640795532e+02;1.096776310967127870e+02;1.097491362662284899e+02;1.103853162962221575e+02;1.105229348898593855e+02;1.109673001153598761e+02;1.133983923691049540e+02;1.121222212992740594e+02;1.071294627244110416e+02;1.025665988368048431e+02;1.021923777185387223e+02;1.013249087363305847e+02;1.024434212202059769e+02;1.080364891564868373e+02;1.112626832738969540e+02;1.098908797660102579e+02;1.107675814523910276e+02;1.111731609079085672e+02;1.116888440698549516e+02;1.144025640737530836e+02;1.206130568324536227e+02;1.215776887719284503e+02;1.080988921689107514e+02;7.576060291260283464e+01;9.183985417063075829e+01;1.021851888838810112e+02;1.101955506458849641e+02;1.146324664553873589e+02;1.165415407903987273e+02
6.826513502825110891e+01;6.714350736083036963e+01;7.337246658716891545e+01;7.986767541824890770e+01;8.283488137245403493e+01;8.479056437376401334e+01;8.723089765841793053e+01;8.812718700812853001e+01;8.266954201268853808e+01;8.097649721007427104e+01;8.566642990173166083e+01;8.945537422624688872e+01;9.108690065858867513e+01;9.131049011294366835e+01;9.153210657177021403e+01;9.205639833248031323e+01;9.479314233057178285e+01;1.103577478856413450e+02;1.122936666768741247e+02;1.104417619427518389e+02;1.069925704695812101e+02;1.027792322539310277e+02;1.008969284984111709e+02;1.032989858327260322e+02;1.144411646196139429e+02;1.180563236792735040e+02;1.158434809873240283e+02;1.080627687503412773e+02;1.086985892974149266e+02;1.080470797803603205e+02;1.153566828946454876e+02;1.070244696483925679e+02;8.480970257334256246e+01;8.288343017785223310e+01;1.016625239559614897e+02;1.029543815436820040e+02;1.035456541393516119e+02;1.041418078026314902e+02;1.047427591903330324e+02;1.093983588366601083e+02
7.135175893677390491e+01;7.622107270626266029e+01;7.814463034679228315e+01;8.176288749507310172e+01;7.796478667395338391e+01;7.954859096682389463e+01;7.994465230058827387e+01;7.505645486520245413e+01;6.626474628434984027e+01;7.060738381829187915e+01;8.507090807573874258e+01;8.614295957672335646e+01;8.503769125005806018e+01;8.655987363536534929e+01;8.751231949939889887e+01;8.974543051568399221e+01;9.249544822838038272e+01;9.803045931155992321e+01;9.933784978905370622e+01;1.003993844157372450e+02;1.042409459798790152e+02;1.074684862090632009e+02;1.115171966429290933e+02;1.131071174810820565e+02;1.139781466055987806e+02;1.153646120457995465e+02;1.191139406864670889e+02;1.082741568408463024e+02;9.609536468092278483e+01;9.222284777081429752e+01;9.380049721814327768e+01;8.733362899076939811e+01;9.221441723377112964e+01;1.031387634909320070e+02;1.037238727895990422e+02;1.043139246105584732e+02;1.049088355573136226e+02;1.055085234351969632e+02;1.061129072550054104e+02;1.063811760489819278e+02
7.370761134702652839e+01;7.447062596752022046e+01;6.925892320491489329e+01;6.338518007723590131e+01;5.539547887917333924e+01;6.022971843312073048e+01;5.858467912839557101e+01;5.921052170887750066e+01;5.644202718991742529e+01;6.238689620482496423e+01;7.640132025043384090e+01;7.467369701533868920e+01;8.022974898419100498e+01;7.865462728335887732e+01;8.192860005863249739e+01;8.521695032732721131e+01;8.733495157380241380e+01;8.910267170595155051e+01;9.006811151097579682e+01;8.925041918688069131e+01;9.955865707159095734e+01;1.081146104650446631e+02;1.124365724932768416e+02;1.114104937245237608e+02;1.034239313093382009e+02;1.084970617111830933e+02;1.213496933457069531e+02;1.005152987702698653e+02;9.806152169496780857e+01;9.586127162780590538e+01;9.422710412519771239e+01;1.020168332612032600e+02;1.039097282664735076e+02;1.044936560252681659e+02;1.040300860756790655e+02;1.009328887872022591e+02;9.783917722534593508e+01;9.474929283388834733e+01;9.166362264332323662e+01;8.858260704483446091e+01
6.633467789848361917e+01;6.304106969352405798e+01;5.802558940824670231e+01;5.545467093276875659e+01;5.574578056796322301e+01;5.527684134755019585e+01;5.117851733029174710e+01;4.546790473096302065e+01;4.479840869203756171e+01;4.309525763353697414e+01;4.875695015949072086e+01;6.126656267329553884e+01;6.639228148312002986e+01;6.665660148164646159e+01;6.588458096238557005e+01;6.074527128788395913e+01;6.329383415589338568e+01;6.545496001880671599e+01;6.675717165599758118e+01;8.342247670671532944e+01;8.025942825967743488e+01;9.506772709412486222e+01;9.423057657629777850e+01;9.293594104586104265e+01;1.001146053542415046e+02;9.356392954466085143e+01;9.436374033787532767e+01;9.280586770022486576e+01;9.803571862920530577e+01;1.003431096405318357e+02;9.757953056016194182e+01;9.554428112842882115e+01;9.243600829887523673e+01;8.933078380545860853e+01;8.622893697333744001e+01;8.313084589364154908e+01;8.003694670350265028e+01;7.694774504449517849e+01;7.386383031248986697e+01;7.192442184813030792e+01
5.900514638302657744e+01;5.721346270284958280e+01;5.131536707089238547e+01;4.679846940761299123e+01;4.679965111837823599e+01;4.821896105524997012e+01;4.786717316164759950e+01;4.490756890036058024e+01;4.032770182216303567e+01;3.819418575700536422e+01;3.859836076586961440e+01;4.461823882093793259e+01;4.934869369730414235e+01;4.619843994391754904e+01;4.199979895762930937e+01;3.726017571906594839e+01;3.204012364508545119e+01;3.446935101657342670e+01;4.383191074843387014e+01;6.007168826263823291e+01;6.683157675594183900e+01;8.103670739083798935e+01;9.152579242541202120e+01;8.996593491840191348e+01;7.637252464798741869e+01;8.003945881420951025e+01;7.611443057380741095e+01;7.246048760361119889e+01;7.779448884067336678e+01;7.910600560507846524e+01;7.609418511461126400e+01;7.607097707788558694e+01;7.464040269508184622e+01;7.153238257583672066e+01;6.842836495674960418e+01;6.532892036088402676e+01;6.223473203581504976e+01;5.914662491475775852e+01;5.608410270605901360e+01;5.608410270605901360e+01
4.664281529331050535e+01;4.620089725309739492e+01;4.357940382839095150e+01;4.377347052647207448e+01;4.568828501640472695e+01;4.629479626426510208e+01;4.988107872129685205e+01;4.728079712245121158e+01;4.181761615980814639e+01;3.818172544183670425e+01;3.805356624351796313e+01;4.261494604225018890e+01;4.306450177778546617e+01;3.854311887774526468e+01;3.776098482314418447e+01;3.294383274174580123e+01;2.914264908900992523e+01;3.308750130671242573e+01;3.925075468296587644e+01;4.227417806860819383e+01;5.877078946600326503e+01;7.954989793286159738e+01;8.037349318140051935e+01;7.901772841805505720e+01;6.523807787926713786e+01;6.184151027932680478e+01;5.612382332186869149e+01;5.211801212176342091e+01;5.687686996408456963e+01;5.687686996408456963e+01;5.460887100902653657e+01;5.458559180430219726e+01;5.458559180430219016e+01;5.373653668704243103e+01;5.062897871990051613e+01;4.752724406599632090e+01;4.443255227852426259e+01;4.134648481606585335e+01;4.024378356398771217e+01;4.024378356398771217e+01
