0.000000000000000000e+00,-8.879961400000000538e+01,9.247280899999999804e+01,3.993399999999999750e+02,1.096599999999999930e+01
0.000000000000000000e+00,-8.733033000000000357e+01,9.247280899999999804e+01,3.998519999999999754e+02,1.154099999999999859e+01
0.000000000000000000e+00,-8.586105299999999829e+01,9.247280899999999804e+01,4.344319999999999595e+02,-1.167699999999999960e+01
0.000000000000000000e+00,-8.439176899999999648e+01,9.247280899999999804e+01,4.168810000000000286e+02,1.205400000000000027e+01
0.000000000000000000e+00,-8.292249300000000289e+01,9.247280899999999804e+01,4.164410000000000309e+02,1.254100000000000037e+01
0.000000000000000000e+00,-8.145320900000000108e+01,9.247280899999999804e+01,4.094490000000000123e+02,3.163599999999999568e+01
0.000000000000000000e+00,-7.998393199999999581e+01,9.247280899999999804e+01,4.026179999999999950e+02,1.801699999999999946e+01
0.000000000000000000e+00,-7.851464799999999400e+01,9.247280899999999804e+01,4.163369999999999891e+02,-4.089999999999999858e+00
0.000000000000000000e+00,-7.704537200000000041e+01,9.247280899999999804e+01,4.100840000000000032e+02,-9.829999999999999849e-01
0.000000000000000000e+00,-7.557608799999999860e+01,9.247280899999999804e+01,4.017429999999999950e+02,4.442000000000000171e+00
0.000000000000000000e+00,-4.178264999999999674e+01,9.247280899999999804e+01,3.835859999999999559e+02,2.761600000000000321e+01
0.000000000000000000e+00,-4.031336999999999904e+01,9.247280899999999804e+01,3.750070000000000050e+02,1.930000000000000071e+01
0.000000000000000000e+00,-3.884409000000000134e+01,9.247280899999999804e+01,3.791860000000000355e+02,-1.839999999999999969e-01
0.000000000000000000e+00,-3.737480899999999906e+01,9.247280899999999804e+01,3.792189999999999941e+02,2.180000000000000271e-01
0.000000000000000000e+00,-3.590552900000000136e+01,9.247280899999999804e+01,3.807330000000000041e+02,1.581899999999999906e+01
0.000000000000000000e+00,-3.443624899999999656e+01,9.247280899999999804e+01,3.781280000000000427e+02,8.840999999999999304e+00
0.000000000000000000e+00,-3.296696899999999886e+01,9.247280899999999804e+01,3.778739999999999668e+02,5.935999999999999943e+00
0.000000000000000000e+00,-3.149768999999999863e+01,9.247280899999999804e+01,3.835600000000000023e+02,1.230499999999999972e+01
0.000000000000000000e+00,-2.708984900000000096e+01,9.247280899999999804e+01,3.958650000000000091e+02,9.512000000000000455e+00
0.000000000000000000e+00,-2.562056899999999970e+01,9.247280899999999804e+01,4.008470000000000368e+02,1.413400000000000034e+01
0.000000000000000000e+00,-2.415129100000000051e+01,9.247280899999999804e+01,4.035980000000000132e+02,1.186200000000000010e+01
0.000000000000000000e+00,-2.268201099999999926e+01,9.247280899999999804e+01,4.065590000000000259e+02,1.234699999999999953e+01
0.000000000000000000e+00,-1.827417000000000158e+01,9.247280899999999804e+01,4.156530000000000200e+02,1.258800000000000097e+01
0.000000000000000000e+00,-1.680489000000000033e+01,9.247280899999999804e+01,4.274970000000000141e+02,2.635800000000000054e+01
0.000000000000000000e+00,-1.239705000000000013e+01,9.247280899999999804e+01,4.236320000000000050e+02,2.483399999999999963e+01
0.000000000000000000e+00,-1.092777000000000065e+01,9.247280899999999804e+01,4.145969999999999800e+02,2.757000000000000117e+00
0.000000000000000000e+00,-9.458489999999999398e+00,9.247280899999999804e+01,4.110120000000000005e+02,2.975999999999999979e+00
0.000000000000000000e+00,-7.989209999999999923e+00,9.247280899999999804e+01,4.112599999999999909e+02,1.335199999999999854e+01
0.000000000000000000e+00,-6.519929999999999559e+00,9.247280899999999804e+01,4.087909999999999968e+02,1.459299999999999997e+01
0.000000000000000000e+00,-5.050650000000000084e+00,9.247280899999999804e+01,4.131610000000000014e+02,1.377800000000000047e+01
0.000000000000000000e+00,2.874278999999999940e+01,9.247280899999999804e+01,4.537789999999999964e+02,6.692000000000000171e+00
0.000000000000000000e+00,3.021207000000000065e+01,9.247280899999999804e+01,4.372679999999999723e+02,6.950999999999999623e+00
0.000000000000000000e+00,3.168135099999999937e+01,9.247280899999999804e+01,4.451159999999999854e+02,7.363999999999999879e+00
0.000000000000000000e+00,3.315063099999999707e+01,9.247280899999999804e+01,4.466589999999999918e+02,7.485999999999999766e+00
0.000000000000000000e+00,3.461991100000000188e+01,9.247280899999999804e+01,4.375249999999999773e+02,4.310999999999999943e+00
0.000000000000000000e+00,3.608919099999999958e+01,9.247280899999999804e+01,4.489739999999999895e+02,-1.272000000000000020e+00
0.000000000000000000e+00,3.755847200000000186e+01,9.247280899999999804e+01,4.285269999999999868e+02,2.203000000000000291e+00
0.000000000000000000e+00,3.902775199999999955e+01,9.247280899999999804e+01,4.249039999999999964e+02,2.906000000000000139e+00
